"customer_number","customer_key","full_name","age","age_group","customer_segment","total_orders","total_products","total_quantity","total_sales","last_order_date","recency","lifespan","avg_order_value","avg_monthly_spending"
"AW00024151","13152","Jon Shan","64","50+","New","1","2","2","59","2013-08-30","6","0","59","0.00"
"AW00024152","13153","Casey Rubio","81","50+","New","1","1","1","5","2013-11-23","3","0","5","0.00"
"AW00024153","13154","Seth Jenkins","77","50+","New","1","3","3","2418","2013-04-14","10","0","2418","0.00"
"AW00024154","13155","Orlando Ramos","78","50+","New","1","2","2","29","2013-03-31","11","0","29","0.00"
"AW00024155","13156","Tracy Raje","77","50+","New","1","1","1","540","2013-10-23","4","0","540","0.00"
"AW00024156","13157","Wesley Zhou","77","50+","New","1","2","2","6","2013-09-26","5","0","6","0.00"
"AW00024157","13158","Marie Subram","70","50+","New","1","2","2","2419","2013-05-24","9","0","2419","0.00"
"AW00024158","13159","Omar Deng","76","50+","New","1","3","3","2398","2013-05-16","9","0","2398","0.00"
"AW00024159","13160","Christine Luo","39","30-39","New","2","3","3","2757","2013-08-13","6","10","1378","275.70"
"AW00024160","13161","Carl Yuan","38","30-39","New","2","3","3","3047","2013-08-14","6","10","1523","304.70"
"AW00024161","13162","Luke Kumar","39","30-39","New","2","2","2","2983","2013-08-09","6","9","1491","331.44"
"AW00024162","13163","Grant Raje","39","30-39","New","2","3","3","3004","2013-08-06","7","9","1502","333.78"
"AW00024163","13164","Micah Guo","39","30-39","New","2","3","3","2757","2013-08-07","7","10","1378","275.70"
"AW00024164","13165","Teresa Gomez","41","40-49","New","2","5","5","2760","2013-08-14","6","9","1380","306.67"
"AW00024165","13166","Gilbert Gao","42","40-49","New","2","3","3","3047","2013-08-13","6","9","1523","338.56"
"AW00024166","13167","Renee Alonso","42","40-49","New","2","5","5","2790","2013-09-05","6","10","1395","279.00"
"AW00024167","13168","Lacey Zhu","41","40-49","New","2","2","2","2983","2013-09-04","6","11","1491","271.18"
"AW00024168","13169","Manuel Srini","42","40-49","New","2","5","5","2791","2013-09-23","5","10","1395","279.10"
"AW00024169","13170","Lydia Martinez","43","40-49","New","2","4","4","2736","2013-08-30","6","10","1368","273.60"
"AW00024170","13171","Jaime Hernandez","42","40-49","New","2","3","3","3018","2013-09-10","5","11","1509","274.36"
"AW00024171","13172","Jarrod Chandra","40","40-49","New","2","5","5","3006","2013-09-18","5","11","1503","273.27"
"AW00024172","13173","Jessie Hernandez","39","30-39","New","2","4","4","2736","2013-09-04","6","10","1368","273.60"
"AW00024173","13174","Lacey Wang","40","40-49","New","2","5","5","2771","2013-09-20","5","11","1385","251.91"
"AW00024174","13175","Keith Chander","40","40-49","New","2","2","2","2983","2013-09-23","5","11","1491","271.18"
"AW00024175","13176","Lacey Luo","41","40-49","New","2","3","3","2743","2013-09-16","5","11","1371","249.36"
"AW00024176","13177","Marie Jimenez","41","40-49","New","2","4","4","3042","2013-09-08","5","10","1521","304.20"
"AW00024177","13178","Gina Gill","42","40-49","New","2","2","2","2722","2013-08-30","6","11","1361","247.45"
"AW00024178","13179","Clifford Sara","41","40-49","New","2","4","4","2811","2013-09-04","6","10","1405","281.10"
"AW00024179","13180","Robyn Blanco","42","40-49","New","2","5","5","3052","2013-09-05","6","10","1526","305.20"
"AW00024180","13181","Arturo Jai","76","50+","New","1","2","2","39","2013-09-17","5","0","39","0.00"
"AW00024181","13182","Edwin Nath","75","50+","New","1","2","2","6","2013-03-07","0","0","6","0.00"
"AW00024182","13183","Nancy Lopez","76","50+","New","1","4","4","563","2013-10-01","5","0","563","0.00"
"AW00024183","13184","Ruth Perez","58","50+","New","1","4","4","2462","2013-05-29","9","0","2462","0.00"
"AW00024184","13185","Alexandra Jackson","57","50+","New","1","2","2","1155","2013-08-08","6","0","1155","0.00"
"AW00024185","13186","Tara She","58","50+","New","1","2","2","7","2014-01-05","2","0","7","0.00"
"AW00024186","13187","Theodore Alonso","54","50+","New","1","3","3","1147","2013-08-05","7","0","1147","0.00"
"AW00024187","13188","Daisy Serrano","54","50+","New","1","2","2","1155","2013-08-13","6","0","1155","0.00"
"AW00024188","13189","Charles Turner","49","40-49","New","1","2","2","13","2013-07-11","7","0","13","0.00"
"AW00024189","13190","Andre Suri","59","50+","New","1","2","2","1174","2013-08-29","6","0","1174","0.00"
"AW00024190","13191","Austin Chen","49","40-49","New","1","3","3","2428","2013-06-17","8","0","2428","0.00"
"AW00024191","13192","Marshall He","58","50+","New","1","1","1","540","2013-10-10","4","0","540","0.00"
"AW00024192","13193","Regina Prasad","59","50+","New","1","2","2","1155","2013-09-15","5","0","1155","0.00"
"AW00024193","13194","Louis Becker","59","50+","New","1","4","4","1199","2013-09-20","5","0","1199","0.00"
"AW00024194","13195","Armando Martin","60","50+","New","1","3","3","2418","2013-06-25","8","0","2418","0.00"
"AW00024195","13196","Dawn Zhao","43","40-49","New","1","2","2","60","2013-05-14","9","0","60","0.00"
"AW00024196","13197","Armando Gill","49","40-49","New","1","2","2","40","2013-07-18","7","0","40","0.00"
"AW00024197","13198","Whitney Mehta","43","40-49","New","1","2","2","1155","2013-09-26","5","0","1155","0.00"
"AW00024198","13199","Chelsea Madan","49","40-49","New","1","4","4","2433","2013-06-12","8","0","2433","0.00"
"AW00024199","13200","Veronica Prasad","49","40-49","New","1","2","2","1155","2013-10-21","4","0","1155","0.00"
"AW00024200","13201","Grant Jai","43","40-49","New","1","1","1","1120","2013-10-28","4","0","1120","0.00"
"AW00024201","13202","Olivia Gonzales","50","50+","New","1","3","3","2428","2013-07-12","7","0","2428","0.00"
"AW00024202","13203","Tamara Black","49","40-49","New","1","1","1","1120","2013-08-29","6","0","1120","0.00"
"AW00024203","13204","Keith Xie","49","40-49","New","1","3","3","2469","2013-08-14","6","0","2469","0.00"
"AW00024204","13205","Darren Gonzalez","44","40-49","New","1","5","5","598","2013-10-23","4","0","598","0.00"
"AW00024205","13206","Katherine Anderson","49","40-49","New","1","3","3","615","2013-10-02","5","0","615","0.00"
"AW00024206","13207","Marie Munoz","45","40-49","New","1","2","2","1755","2013-02-17","0","0","1755","0.00"
"AW00024207","13208","Stacey Guo","51","50+","New","1","1","1","5","2013-12-15","2","0","5","0.00"
"AW00024208","13209","Sabrina Diaz","50","50+","New","1","2","2","1710","2013-08-28","6","0","1710","0.00"
"AW00024209","13210","Chelsea Jordan","49","40-49","New","1","2","2","1736","2013-08-04","7","0","1736","0.00"
"AW00024210","13211","Ricardo Shan","50","50+","New","1","3","3","1730","2013-03-25","11","0","1730","0.00"
"AW00024211","13212","Sharon Shan","50","50+","New","1","2","2","1170","2013-10-15","4","0","1170","0.00"
"AW00024212","13213","Tony Raje","66","50+","New","1","2","2","1155","2013-09-07","6","0","1155","0.00"
"AW00024213","13214","Martin Rana","67","50+","New","1","4","4","1214","2013-09-19","5","0","1214","0.00"
"AW00024214","13215","Michele Romero","68","50+","New","1","3","3","584","2013-10-09","4","0","584","0.00"
"AW00024215","13216","Lisa Xu","60","50+","New","1","3","3","89","2013-12-15","2","0","89","0.00"
"AW00024216","13217","Tara Black","66","50+","New","1","3","3","49","2013-12-07","3","0","49","0.00"
"AW00024217","13218","Lauren Morgan","51","50+","New","1","3","3","1209","2013-09-06","6","0","1209","0.00"
"AW00024218","13219","Bryant Lopez","51","50+","New","1","1","1","5","2013-05-05","10","0","5","0.00"
"AW00024219","13220","Tina Lopez","51","50+","New","1","4","4","2433","2013-08-01","7","0","2433","0.00"
"AW00024220","13221","Hunter Edwards","50","50+","New","1","3","3","68","2013-09-23","5","0","68","0.00"
"AW00024221","13222","Heidi Perez","51","50+","New","1","3","3","554","2013-12-05","3","0","554","0.00"
"AW00024222","13223","Sierra Green","40","40-49","New","1","3","3","37","2013-10-03","5","0","37","0.00"
"AW00024223","13224","Abigail Alexander","40","40-49","New","1","2","2","32","2013-04-06","11","0","32","0.00"
"AW00024224","13225","Nicole Perry","39","30-39","New","1","1","1","540","2013-12-13","2","0","540","0.00"
"AW00024225","13226","Jeffery Yang","39","30-39","New","1","2","2","94","2013-08-04","7","0","94","0.00"
"AW00024226","13227","Brian Morris","40","40-49","New","1","3","3","70","2013-08-12","6","0","70","0.00"
"AW00024227","13228","Sara Phillips","40","40-49","New","1","2","2","35","2013-07-27","7","0","35","0.00"
"AW00024228","13229","Terry Xu","74","50+","New","1","3","3","15","2013-11-11","3","0","15","0.00"
"AW00024229","13230","Pedro Kapoor","75","50+","New","1","2","2","7","2013-05-23","9","0","7","0.00"
"AW00024230","13231","Andres Sharma","69","50+","New","1","2","2","14","2013-08-19","6","0","14","0.00"
"AW00024231","13232","Makayla Cox","39","30-39","New","1","3","3","563","2013-12-25","2","0","563","0.00"
"AW00024232","13233","Ryan Johnson","40","40-49","New","1","3","3","554","2013-12-18","2","0","554","0.00"
"AW00024233","13234","Jada Parker","40","40-49","New","1","3","3","554","2013-11-30","3","0","554","0.00"
"AW00024234","13235","Eduardo Martinez","39","30-39","New","1","3","3","563","2013-12-11","2","0","563","0.00"
"AW00024235","13236","Jill Martinez","41","40-49","Regular","2","5","5","4829","2013-10-01","5","22","2414","219.50"
"AW00024236","13237","Isabella Nelson","40","40-49","New","1","4","4","122","2013-05-04","10","0","122","0.00"
"AW00024237","13238","Chloe Henderson","41","40-49","New","1","3","3","72","2013-12-15","2","0","72","0.00"
"AW00024238","13239","Sean Richardson","41","40-49","New","1","4","4","609","2013-12-19","2","0","609","0.00"
"AW00024239","13240","Miguel Hernandez","40","40-49","New","1","4","4","589","2013-12-02","3","0","589","0.00"
"AW00024240","13241","Edwin Hu","74","50+","New","1","1","1","5","2013-12-19","2","0","5","0.00"
"AW00024241","13242","Colin Zhao","73","50+","New","2","4","4","2997","2013-08-30","6","10","1498","299.70"
"AW00024242","13243","Amy Zeng","73","50+","New","2","3","3","2757","2013-09-03","6","10","1378","275.70"
"AW00024243","13244","Karen Lin","67","50+","New","1","3","3","49","2013-06-15","8","0","49","0.00"
"AW00024244","13245","Anne Serrano","72","50+","New","2","3","3","3617","2013-05-24","9","7","1808","516.71"
"AW00024245","13246","Omar Liang","72","50+","New","1","3","3","17","2013-12-18","2","0","17","0.00"
"AW00024246","13247","Victor Ramos","71","50+","New","1","1","1","10","2013-05-09","9","0","10","0.00"
"AW00024247","13248","George Sara","72","50+","New","2","2","2","2722","2013-09-01","6","10","1361","272.20"
"AW00024248","13249","Jake Lin","66","50+","New","2","5","5","2771","2013-09-19","5","11","1385","251.91"
"AW00024249","13250","Jesse Howard","72","50+","New","2","3","3","2757","2013-09-25","5","11","1378","250.64"
"AW00024250","13251","Carmen Suri","72","50+","New","2","4","4","2739","2013-09-22","5","11","1369","249.00"
"AW00024251","13252","Jay Browning","72","50+","New","2","2","2","2983","2013-09-05","6","10","1491","298.30"
"AW00024252","13253","Jaclyn Xu","71","50+","New","2","5","5","2745","2013-10-01","5","11","1372","249.55"
"AW00024253","13254","Fernando Wood","70","50+","New","1","1","1","10","2013-10-09","4","0","10","0.00"
"AW00024254","13255","Emily Washington","41","40-49","New","1","2","2","604","2013-12-26","2","0","604","0.00"
"AW00024255","13256","Chloe Lee","41","40-49","New","1","2","2","14","2013-12-30","2","0","14","0.00"
"AW00024256","13257","Kayla Barnes","42","40-49","New","1","2","2","40","2013-03-25","11","0","40","0.00"
"AW00024257","13258","Alan Shen","66","50+","New","2","5","5","2771","2013-10-07","5","11","1385","251.91"
"AW00024258","13259","Hailey Edwards","42","40-49","New","1","1","1","5","2013-11-27","3","0","5","0.00"
"AW00024259","13260","Gavin Price","42","40-49","New","1","1","1","30","2014-01-08","1","0","30","0.00"
"AW00024260","13261","Blake Perry","42","40-49","New","1","3","3","45","2013-12-07","3","0","45","0.00"
"AW00024261","13262","Emma Jones","42","40-49","New","1","3","3","72","2013-07-12","7","0","72","0.00"
"AW00024262","13263","Daniel Thomas","42","40-49","New","1","3","3","39","2013-06-24","8","0","39","0.00"
"AW00024263","13264","Brooke Brooks","42","40-49","New","1","2","2","35","2013-07-12","7","0","35","0.00"
"AW00024264","13265","Richard Long","41","40-49","New","1","3","3","72","2013-10-13","4","0","72","0.00"
"AW00024265","13266","Seth McDonald","41","40-49","New","1","4","4","96","2013-07-21","7","0","96","0.00"
"AW00024266","13267","Melvin Chander","70","50+","Regular","2","5","5","2749","2013-10-02","5","12","1374","229.08"
"AW00024267","13268","Jésus Hernandez","63","50+","New","1","3","3","23","2013-06-24","8","0","23","0.00"
"AW00024268","13269","Meredith Gill","63","50+","New","1","3","3","50","2013-05-27","9","0","50","0.00"
"AW00024269","13270","Todd Lu","69","50+","New","1","2","2","15","2013-09-13","5","0","15","0.00"
"AW00024270","13271","Latasha Ortega","69","50+","New","2","6","6","2845","2013-10-10","4","11","1422","258.64"
"AW00024271","13272","Leonard Shen","69","50+","Regular","2","4","4","2745","2013-10-23","4","12","1372","228.75"
"AW00024272","13273","Martha Wang","63","50+","New","2","4","4","2736","2013-10-02","5","11","1368","248.73"
"AW00024273","13274","Monique Sanz","63","50+","Regular","2","2","2","2722","2013-10-21","4","12","1361","226.83"
"AW00024274","13275","Shaun Shan","68","50+","New","2","3","3","3018","2013-10-28","4","11","1509","274.36"
"AW00024275","13276","Lucas Rivera","39","30-39","New","1","3","3","831","2013-02-26","0","0","831","0.00"
"AW00024276","13277","Kaitlyn Nelson","67","50+","New","1","3","3","24","2013-03-08","11","0","24","0.00"
"AW00024277","13278","Donald Kovár","67","50+","New","1","1","1","10","2013-02-23","0","0","10","0.00"
"AW00024278","13279","Cedric Xu","55","50+","New","1","3","3","184","2013-06-01","9","0","184","0.00"
"AW00024279","13280","Angel Nelson","65","50+","New","1","3","3","79","2014-01-12","1","0","79","0.00"
"AW00024280","13281","Peter Shan","64","50+","New","1","3","3","27","2013-07-17","7","0","27","0.00"
"AW00024281","13282","Marie Suri","59","50+","New","2","2","2","3302","2013-05-13","9","5","1651","660.40"
"AW00024282","13283","Damien Raji","64","50+","New","2","3","3","3918","2013-10-26","4","11","1959","356.18"
"AW00024283","13284","Aimee Zheng","64","50+","New","2","5","5","3947","2013-10-18","4","10","1973","394.70"
"AW00024284","13285","Melissa Sanders","44","40-49","Regular","2","6","6","4837","2013-11-07","4","24","2418","201.54"
"AW00024285","13286","Jesse Cox","43","40-49","New","1","1","1","33","2013-07-05","8","0","33","0.00"
"AW00024286","13287","Kelvin Goel","44","40-49","New","1","5","5","575","2013-12-18","2","0","575","0.00"
"AW00024287","13288","John Martinez","44","40-49","New","1","3","3","101","2013-12-15","2","0","101","0.00"
"AW00024288","13289","Pedro Gomez","44","40-49","New","1","3","3","72","2013-10-06","5","0","72","0.00"
"AW00024289","13290","Robert Gonzalez","43","40-49","New","1","1","1","33","2013-04-04","11","0","33","0.00"
"AW00024290","13291","Zoe Bell","44","40-49","New","1","1","1","33","2013-07-23","7","0","33","0.00"
"AW00024291","13292","Eduardo Garcia","45","40-49","New","1","1","1","540","2013-12-09","2","0","540","0.00"
"AW00024292","13293","Mackenzie Brooks","45","40-49","New","1","3","3","39","2013-02-13","0","0","39","0.00"
"AW00024293","13294","Anna Rivera","44","40-49","New","1","2","2","35","2013-01-28","1","0","35","0.00"
"AW00024294","13295","Luis Yang","45","40-49","New","1","3","3","46","2013-09-12","5","0","46","0.00"
"AW00024295","13296","Natalie Barnes","46","40-49","New","1","4","4","609","2013-12-09","2","0","609","0.00"
"AW00024296","13297","Amanda Gonzalez","41","40-49","New","1","2","2","575","2013-12-01","3","0","575","0.00"
"AW00024297","13298","Victoria Cox","42","40-49","New","1","3","3","39","2013-02-16","0","0","39","0.00"
"AW00024298","13299","Robert Yang","42","40-49","New","1","3","3","87","2013-03-12","11","0","87","0.00"
"AW00024299","13300","Andrea Gray","43","40-49","New","1","3","3","39","2013-03-14","11","0","39","0.00"
"AW00024300","13301","Naomi Gomez","47","40-49","New","2","2","2","4144","2013-10-25","4","11","2072","376.73"
"AW00024301","13302","Tasha Rai","62","50+","New","2","2","2","4144","2013-10-11","4","11","2072","376.73"
"AW00024302","13303","Cesar Kapoor","62","50+","New","2","2","2","3883","2013-10-24","4","11","1941","353.00"
"AW00024303","13304","Megan Diaz","61","50+","New","2","4","4","4207","2013-10-03","5","10","2103","420.70"
"AW00024304","13305","Beth Serrano","61","50+","New","2","5","5","3947","2013-10-16","4","10","1973","394.70"
"AW00024305","13306","Warren Chow","59","50+","New","2","4","4","3946","2013-10-02","5","10","1973","394.60"
"AW00024306","13307","Molly Chandra","54","50+","New","1","2","2","7","2014-01-26","1","0","7","0.00"
"AW00024307","13308","Tina Sara","60","50+","New","2","4","4","4158","2013-10-25","4","10","2079","415.80"
"AW00024308","13309","Destiny Sanders","46","40-49","New","1","5","5","613","2013-12-26","2","0","613","0.00"
"AW00024309","13310","Ethan Williams","45","40-49","Regular","2","2","2","4793","2013-12-05","3","24","2396","199.71"
"AW00024310","13311","Gabrielle Peterson","45","40-49","Regular","2","5","5","4829","2013-12-27","2","25","2414","193.16"
"AW00024311","13312","Geoffrey Patel","45","40-49","New","1","3","3","625","2013-12-15","2","0","625","0.00"
"AW00024312","13313","Austin Martin","45","40-49","New","1","2","2","37","2013-07-26","7","0","37","0.00"
"AW00024313","13314","Taylor Brooks","39","30-39","New","1","3","3","46","2013-05-18","9","0","46","0.00"
"AW00024314","13315","Bryan Howard","53","50+","New","1","2","2","57","2013-03-17","11","0","57","0.00"
"AW00024315","13316","Edward Scott","53","50+","New","1","1","1","33","2013-05-16","9","0","33","0.00"
"AW00024316","13317","Rachel Diaz","53","50+","New","1","3","3","39","2013-11-01","4","0","39","0.00"
"AW00024317","13318","Devin Thomas","53","50+","New","1","2","2","35","2013-02-20","0","0","35","0.00"
"AW00024318","13319","Luis Long","47","40-49","New","1","3","3","72","2013-04-25","10","0","72","0.00"
"AW00024319","13320","Benjamin Clark","62","50+","New","1","2","2","37","2013-11-12","3","0","37","0.00"
"AW00024320","13321","Joshua White","62","50+","New","1","3","3","39","2013-08-10","6","0","39","0.00"
"AW00024321","13322","Gabriel Scott","44","40-49","New","1","2","2","549","2013-12-06","3","0","549","0.00"
"AW00024322","13323","Alexandra Evans","55","50+","New","1","2","2","69","2013-09-02","6","0","69","0.00"
"AW00024323","13324","Janet Wright","49","40-49","New","1","4","4","600","2013-12-05","3","0","600","0.00"
"AW00024324","13325","Jennifer Reed","49","40-49","New","1","4","4","600","2013-12-20","2","0","600","0.00"
"AW00024325","13326","Jason Perry","49","40-49","New","1","4","4","567","2013-12-08","2","0","567","0.00"
"AW00024326","13327","Adam Bryant","49","40-49","New","1","4","4","556","2013-12-17","2","0","556","0.00"
"AW00024327","13328","Evan Rogers","54","50+","New","1","2","2","549","2013-12-25","2","0","549","0.00"
"AW00024328","13329","Melissa Simmons","49","40-49","New","1","2","2","575","2013-12-17","2","0","575","0.00"
"AW00024329","13330","Abigail Cooper","56","50+","New","1","2","2","604","2013-12-20","2","0","604","0.00"
"AW00024330","13331","Jessica Bennett","50","50+","New","1","2","2","575","2013-12-04","3","0","575","0.00"
"AW00024331","13332","Carson Powell","45","40-49","New","1","2","2","549","2013-12-01","3","0","549","0.00"
"AW00024332","13333","Abigail Thompson","56","50+","Regular","2","5","5","4816","2013-12-05","3","24","2408","200.67"
"AW00024333","13334","Ann Prasad","56","50+","New","1","5","5","617","2013-12-02","3","0","617","0.00"
"AW00024334","13335","Alexa James","57","50+","New","1","2","2","575","2013-12-12","2","0","575","0.00"
"AW00024335","13336","Richard Wright","51","50+","New","1","2","2","575","2013-12-04","3","0","575","0.00"
"AW00024336","13337","Gabrielle Wright","57","50+","New","1","2","2","549","2013-12-18","2","0","549","0.00"
"AW00024337","13338","Noah Alexander","51","50+","New","1","4","4","600","2013-12-16","2","0","600","0.00"
"AW00024338","13339","Shannon Zeng","58","50+","New","1","3","3","554","2013-12-23","2","0","554","0.00"
"AW00024339","13340","Jennifer Price","57","50+","New","1","1","1","2384","2012-12-28","2","0","2384","0.00"
"AW00024340","13341","Chloe Clark","52","50+","New","1","2","2","2393","2013-02-24","0","0","2393","0.00"
"AW00024341","13342","Wyatt Jones","57","50+","New","1","4","4","2453","2013-02-24","0","0","2453","0.00"
"AW00024342","13343","Evan Campbell","58","50+","Regular","2","3","3","4828","2013-12-11","2","25","2414","193.12"
"AW00024343","13344","Tyler Harris","48","40-49","New","1","3","3","2443","2013-03-08","11","0","2443","0.00"
"AW00024344","13345","Wayne Chander","46","40-49","Regular","2","3","3","4329","2013-02-26","0","15","2164","288.60"
"AW00024345","13346","Riley Cox","46","40-49","New","1","3","3","2398","2013-03-14","11","0","2398","0.00"
"AW00024346","13347","Giorgio Veronesi","52","50+","New","1","4","4","2473","2013-04-23","10","0","2473","0.00"
"AW00024347","13348","Tina Madan","46","40-49","New","1","2","2","2419","2013-04-06","11","0","2419","0.00"
"AW00024348","13349","Ruben Gomez","51","50+","New","1","3","3","2443","2013-04-14","10","0","2443","0.00"
"AW00024349","13350","Jill Patterson","52","50+","New","1","2","2","2419","2013-04-03","11","0","2419","0.00"
"AW00024350","13351","Eduardo Simmons","92","50+","New","1","3","3","72","2013-05-03","10","0","72","0.00"
"AW00024351","13352","Brandon Yang","54","50+","New","1","2","2","2393","2013-04-06","11","0","2393","0.00"
"AW00024352","13353","Natalie Cox","59","50+","New","1","2","2","2393","2013-05-19","9","0","2393","0.00"
"AW00024353","13354","Andrea Ramirez","53","50+","New","1","3","3","2398","2013-05-05","10","0","2398","0.00"
"AW00024354","13355","Bailey Cook","60","50+","New","1","3","3","2418","2013-04-30","10","0","2418","0.00"
"AW00024355","13356","Jennifer Johnson","54","50+","New","1","2","2","37","2013-05-15","9","0","37","0.00"
"AW00024356","13357","Wesley Zhang","60","50+","New","1","3","3","615","2013-12-22","2","0","615","0.00"
"AW00024357","13358","Eric Baker","50","50+","New","1","3","3","2443","2013-05-13","9","0","2443","0.00"
"AW00024358","13359","Kevin Green","61","50+","New","1","3","3","2418","2013-05-24","9","0","2418","0.00"
"AW00024359","13360","Zachary Shan","55","50+","New","1","4","4","2420","2013-05-05","10","0","2420","0.00"
"AW00024360","13361","Carolyn Diaz","51","50+","New","2","4","4","3626","2013-05-07","10","6","1813","604.33"
"AW00024361","13362","Francisco Rodriguez","50","50+","New","2","4","4","3391","2013-05-18","9","6","1695","565.17"
"AW00024362","13363","Marc Vazquez","50","50+","New","2","5","5","3600","2013-05-02","10","5","1800","720.00"
"AW00024363","13364","Amanda Coleman","49","40-49","New","1","2","2","14","2014-01-22","1","0","14","0.00"
"AW00024364","13365","Henry Prasad","49","40-49","Regular","2","5","5","3966","2013-11-26","3","12","1983","330.50"
"AW00024365","13366","Mallory Navarro","51","50+","New","2","4","4","3331","2013-05-02","10","5","1665","666.20"
"AW00024366","13367","Melvin Luo","39","30-39","New","2","2","2","4144","2013-11-16","3","11","2072","376.73"
"AW00024367","13368","Ross Sara","45","40-49","New","2","3","3","4179","2013-11-13","3","11","2089","379.91"
"AW00024368","13369","Ebony Prasad","50","50+","Regular","2","5","5","3947","2013-11-12","3","12","1973","328.92"
"AW00024369","13370","Chelsea Lopez","52","50+","New","1","1","1","5","2013-10-28","4","0","5","0.00"
"AW00024370","13371","Nathan West","52","50+","New","1","3","3","68","2013-08-22","6","0","68","0.00"
"AW00024371","13372","Leslie Navarro","53","50+","New","2","4","4","4193","2013-10-31","4","11","2096","381.18"
"AW00024372","13373","Teresa Jimenez","53","50+","New","2","3","3","3356","2013-06-28","8","7","1678","479.43"
"AW00024373","13374","Steven Reed","54","50+","New","1","3","3","27","2013-07-30","7","0","27","0.00"
"AW00024374","13375","Eugene Ma","53","50+","New","1","1","1","21","2014-01-27","1","0","21","0.00"
"AW00024375","13376","Pamela Schmidt","48","40-49","New","1","3","3","31","2013-04-08","10","0","31","0.00"
"AW00024376","13377","Tommy Black","40","40-49","New","1","1","1","5","2013-12-07","3","0","5","0.00"
"AW00024377","13378","Richard Wood","45","40-49","New","2","4","4","3946","2013-11-01","4","11","1973","358.73"
"AW00024378","13379","Brandi Jiménez","51","50+","New","2","4","4","4173","2013-11-24","3","11","2086","379.36"
"AW00024379","13380","Noah Jenkins","54","50+","New","1","2","2","14","2013-04-24","10","0","14","0.00"
"AW00024380","13381","Maurice Yuan","53","50+","New","1","1","1","5","2013-08-07","7","0","5","0.00"
"AW00024381","13382","Danny Serrano","48","40-49","Regular","2","5","5","3971","2013-11-26","3","12","1985","330.92"
"AW00024382","13383","Patrick Sanchez","50","50+","New","1","3","3","143","2013-07-26","7","0","143","0.00"
"AW00024383","13384","Ronald Prasad","45","40-49","New","1","1","1","2384","2013-08-14","6","0","2384","0.00"
"AW00024384","13385","Kenneth Pal","45","40-49","New","1","3","3","2428","2013-09-27","5","0","2428","0.00"
"AW00024385","13386","Summer Perez","61","50+","New","1","4","4","563","2013-12-22","2","0","563","0.00"
"AW00024386","13387","Isabella Walker","56","50+","Regular","2","4","4","4143","2013-01-03","2","12","2071","345.25"
"AW00024387","13388","Elijah Mitchell","61","50+","New","1","1","1","540","2013-12-25","2","0","540","0.00"
"AW00024388","13389","Maria Campbell","61","50+","New","1","4","4","589","2013-12-07","3","0","589","0.00"
"AW00024389","13390","Xavier Carter","63","50+","New","1","3","3","46","2013-02-14","0","0","46","0.00"
"AW00024390","13391","Carolyn Prasad","63","50+","New","1","1","1","33","2013-06-21","8","0","33","0.00"
"AW00024391","13392","Marissa Washington","63","50+","New","1","3","3","43","2013-05-30","9","0","43","0.00"
"AW00024392","13393","Molly Prasad","62","50+","Regular","2","3","3","4329","2013-04-12","10","15","2164","288.60"
"AW00024393","13394","Joseph Johnson","87","50+","New","1","2","2","37","2013-02-07","1","0","37","0.00"
"AW00024394","13395","Drew Raji","49","40-49","New","1","2","2","37","2013-07-01","8","0","37","0.00"
"AW00024395","13396","Alison Raji","54","50+","New","1","2","2","37","2013-03-31","11","0","37","0.00"
"AW00024396","13397","Robyn Navarro","54","50+","New","1","3","3","39","2013-04-26","10","0","39","0.00"
"AW00024397","13398","Henry Raman","53","50+","New","1","3","3","39","2013-03-02","0","0","39","0.00"
"AW00024398","13399","Brandon Davis","54","50+","New","1","3","3","43","2013-04-18","10","0","43","0.00"
"AW00024399","13400","Katherine Sanchez","55","50+","New","1","3","3","133","2013-03-28","11","0","133","0.00"
"AW00024400","13401","Kaitlyn Parker","55","50+","New","1","4","4","609","2013-12-15","2","0","609","0.00"
"AW00024401","13402","Douglas Rana","55","50+","New","1","3","3","46","2013-07-30","7","0","46","0.00"
"AW00024402","13403","Devin Alexander","55","50+","New","1","2","2","575","2013-12-18","2","0","575","0.00"
"AW00024403","13404","Gabriel Wright","57","50+","New","1","2","2","2393","2013-01-06","2","0","2393","0.00"
"AW00024404","13405","Bryant Chapman","85","50+","New","1","1","1","2384","2013-01-22","1","0","2384","0.00"
"AW00024405","13406","Tara Rai","85","50+","New","1","2","2","2419","2013-01-22","1","0","2419","0.00"
"AW00024406","13407","Reginald Vazquez","45","40-49","New","1","3","3","196","2013-12-20","2","0","196","0.00"
"AW00024407","13408","Makayla Peterson","55","50+","New","1","3","3","72","2013-11-13","3","0","72","0.00"
"AW00024408","13409","Jordan Diaz","56","50+","New","1","4","4","96","2013-11-27","3","0","96","0.00"
"AW00024409","13410","Jackson Hernandez","55","50+","New","1","3","3","72","2013-12-21","2","0","72","0.00"
"AW00024410","13411","Sara Sanders","51","50+","New","1","3","3","194","2013-11-08","3","0","194","0.00"
"AW00024411","13412","Johnathan Sanchez","56","50+","New","1","3","3","72","2013-03-22","11","0","72","0.00"
"AW00024412","13413","Angelica Patterson","57","50+","New","1","3","3","39","2013-05-06","10","0","39","0.00"
"AW00024413","13414","Nathan Lewis","52","50+","New","1","4","4","2407","2013-01-12","1","0","2407","0.00"
"AW00024414","13415","Adam Edwards","57","50+","New","1","3","3","2398","2013-01-20","1","0","2398","0.00"
